p,method,parallel,precision,runtime_us,rel_error
1000,auto,seq,f32,297.2999995108694,2.5306390594072404e-05
1000,blocked,True,f64,878.8792008999735,4.2873013585492886e-15
1000,blocked_autovec,True,f64,229.80830108281225,1.641945201146536e-15
1000,blocked_tiled,True,f64,327.3957991041243,4.2873013585492886e-15
1000,blocked_windowed,True,f64,288.0665997508913,4.2873013585492886e-15
1000,blocked_hybrid,True,f64,577.8291000751778,4.2873013585492886e-15
1000,treecode,True,f64,377.6708006625995,7.417018904984179e-06
1000,chebcode,True,f64,192.1166985994205,4.347805670923871e-10
2000,reference,seq,f64,15652.04098005779,0.0
2000,reference,seq,f32,15652.04098005779,0.0
2000,naive,seq,f64,3854.0168025065213,3.0047370214521436e-15
2000,naive,seq,f32,3852.241800632328,3.51890606350831e-05
2000,autovec,seq,f64,3856.0999964829534,3.0047370214521436e-15
2000,autovec,seq,f32,3835.2000003214926,3.51890606350831e-05
2000,blocked,seq,f64,1015.5500029213727,6.941978635768745e-15
2000,blocked,seq,f32,1153.291598893702,3.530031276646428e-05
2000,blocked_autovec,seq,f64,3836.8166016880423,3.0047370214521436e-15
